Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,market_cap
890129,Gangotri Iron & Steel Company Ltd,GANGOIRONPP,GANGOIRONPP,Delisted,B ,10.0,IN9437F01013, ,Equity,-,-,-,-,
890130,Television Eighteen India Ltd.,TV18EQPP,TV18EQPP,Delisted,B ,5.0,IN9889A01065, ,Equity,-,-,-,-,
890131,Siti Networks Limited,WWILPP,WWILPP,Delisted,B ,1.0,IN9965H01019, ,Equity,-,-,-,-,
890132,City Union Bank Ltd,CITYUNIONPP,CITYUNIONPP,Delisted,B ,0.05,IN9491A01011, ,Equity,-,-,-,-,
890133,Television Eighteen India Ltd.,TELE18EQPP,TELE18EQPP,Delisted,B ,5.0,IN9889A01073, ,Equity,-,-,-,-,
890134,TV18 Broadcast Ltd.,IBN18PP,IBN18PP,Delisted,B ,0.5,IN9886H01017, ,Equity,-,-,-,-,
890135,Intellivate Capital Ventures Limited,INTELLCAPPP,INTELLCAPPP,Delisted,B ,10.0,IN9512D01018, ,Equity,-,-,-,-,
890111,Spanco  Ltd.,SPANCOPP,Spanco  Ltd,Delisted,B ,10.0,IN9360B01024, ,Equity,-,-,-,-,
890112,Varun Shipping Co. Ltd.,VARUNPP,Varun Shipping Co Ltd,Delisted,B ,10.0,IN9702A01029, ,Equity,-,-,-,-,
890114,Mawana Sugars Ltd,SIELPP,SIEL LTD PP,Delisted,B ,10.0,IN9636A01029, ,Equity,-,-,-,-,
890115,Sirpur Paper Mills Ltd.,SIRPURPP,SIRPUR PP,Delisted,B ,10.0,IN9202C01018, ,Equity,-,-,-,-,
890116,Beeyu Overseas Ltd.,BEEYUPP,BEEYU OVERSE,Delisted,B ,10.0,IN9052B01019, ,Equity,-,-,-,-,
890117,FCS Software Solutions Ltd.,FCSSOFTPP,FCS SOFTPP,Delisted,B ,10.0,IN9512B01012, ,Equity,-,-,-,-,
890118,Comfort Intech Ltd,COMFORTINPP,COMFORTINTPP,Delisted,B ,10.0,IN9819A01013, ,Equity,-,-,-,-,
890119,Adroit Infotech Limited,COLORCHIPPP,COLORCHIPPP,Delisted,T ,10.0,IN9737B01015, ,Equity,-,-,-,-,
890120,Hindalco Industries Ltd.,HINDALCOPP,HINDALCOPP,Delisted,B ,1.0,IN9038A01028, ,Equity,-,-,-,-,
890121,STL Global Ltd,SGLPP,SHIVALIK GBL,Delisted,B ,10.0,IN9353H01018, ,Equity,-,-,-,-,
890122,Shree Bhawani Paper Mills Ltd.,SHRBHAWNIPP,SHRBHAWNIPP,Delisted,B ,10.0,IN9688C01018, ,Equity,-,-,-,-,
890123,BALASORE ALLOYS LTD,BALASOREPP,BALASOREPP,Delisted,B ,5.0,IN9135A01014, ,Equity,-,-,-,-,
890044,Gujarat Sidhee Cement Limited.,GUJSDPP,GUJ SIDEE PP,Delisted,B ,8.0,IN9542A01029, ,Equity,-,-,-,-,
890045,Cinevista Limited,CINPP,CINEVISTA PP,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
890046,Yash Management & Satellite Ltd.,YASHMPP,YASH MNG& PP,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
890047,POPEES CARES LIMITED,POPEESPP,Archana Software Ltd,Suspended,B ,10.0,IN9149B01013, ,Equity,-,-,-,-,
890048,Omni Axs Software Ltd.,OMSPP,OMNI AX'S PP,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
890049,Commex Technology Limited,BLWPP,BALWAS E PP,Delisted,B ,10.0,IN9354B01019, ,Equity,-,-,-,-,
890050,SoftSol India Limited.,SOFPP,SOFTSOL I PP,Delisted,B ,10.0,IN9002B01014, ,Equity,-,-,-,-,
890051,Ambitious Plastomac Ltd.,AMBITPP,AMBI PLAS PP,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
890052,Tele Data Informatics Ltd.,TEDPP,TELE DATA PP,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
890053,Mukta Arts Ltd.,MUKPP,Mukta Arts Ltd,Delisted,P ,5.0,-, ,Equity,-,-,-,-,
890054,Dynacons Systems & Solutions Ltd.,DYNPP,DYNACONS PP,Delisted,B ,10.0,IN9417B01014, ,Equity,-,-,-,-,
890055,Kanika Infotech Ltd.,KIFPP,KANIKA IF PP,Delisted,B ,10.0,-, ,Equity,-,-,-,-,
